Date,Price (USD),open,high,low,Vol.,tradecount,Daily Change
5/3/18,11454,11515,11710,11415.01,174866951.4,164318,-0.005297438
6/3/18,10716.48,11455,11455,10555.48,323842216.6,250306,-0.064389733
7/3/18,9910,10716.48,10899,9389.31,514808033.5,396721,-0.075256054
8/3/18,9271.64,9910,10099,9060,394641280.6,336514,-0.064415742
9/3/18,9227,9267.07,9410,8329,567082901.1,462712,-0.004814682
10/3/18,8770.22,9230,9490,8667.07,341210248.4,288066,-0.049504714
11/3/18,9533.57,8770.22,9740,8450,403491260.9,333367,0.087038866
12/3/18,9131.34,9533.57,9888.88,8780,395562731.9,336642,-0.042190911
13/3/18,9150,9131.34,9474,8823,367353984.7,342734,0.002043512
14/3/18,8170,9151.92,9333.78,7900.28,426058009.8,399127,-0.107103825
15/3/18,8240.98,8184.01,8430,7650,422130717.5,400529,0.008687882
16/3/18,8260,8240.98,8611.64,7900,322355002.2,255807,0.002307978
17/3/18,7824.8,8260,8348.62,7721.99,265973111.6,292041,-0.052687651
18/3/18,8189.99,7824.01,8317.4,7322,458311733.5,423336,0.046670841
19/3/18,8600,8189,8705.23,8088.4,462654339,360414,0.050062332
20/3/18,8909.98,8595.01,9050,8280,387879393.5,298261,0.036044186
21/3/18,8885,8909.96,9177.01,8750.6,358157473.4,293696,-0.002803598
22/3/18,8722.9,8884.82,9100,8465.1,354804129.3,276449,-0.018244232
23/3/18,8898.03,8720,8909,8269,340755592.5,278571,0.020077039
24/3/18,8546.86,8898.04,8999.95,8491,313254829.9,270300,-0.039466039
25/3/18,8470.15,8531.25,8669.85,8365.77,247023172.3,215660,-0.008975226
26/3/18,8134.23,8470.14,8514.89,7831,358429758.9,310462,-0.039659274
27/3/18,7795.51,8134.22,8215.94,7730,297609656.4,266540,-0.041641311
28/3/18,7949.3,7795.51,8109,7728,209186093.2,183620,0.019728023
29/3/18,7090.14,7949.3,7975,6941.11,405591158.6,359537,-0.108079957
30/3/18,6840.23,7090.16,7292.43,6600.1,450352009.2,400057,-0.035247541
31/3/18,6923.91,6840.24,7223.36,6777,258341534.5,240293,0.012233507
1/4/18,6813.01,6922,7049.98,6430,297470498.8,260942,-0.016016962
2/4/18,7056,6813.01,7125,6765,224322159.4,206780,0.035665587
3/4/18,7405.21,7063.97,7520,7011.01,277080072.8,248143,0.049491213
4/4/18,6796.1,7405.21,7427.52,6707,297443582.7,277249,-0.082254251
5/4/18,6770.76,6796.1,6902,6566.69,263446941.1,238476,-0.003728609
6/4/18,6601.39,6770,6850,6500,182139799.8,162456,-0.025014917
7/4/18,6895.8,6601.39,7070,6586.28,222323863.5,178577,0.044598183
8/4/18,7018,6895.81,7109.13,6880,149967346.7,152461,0.017720932
9/4/18,6782.72,7011.04,7185,6611,234309953.8,212669,-0.033525221
10/4/18,6843.9,6781.55,6890,6656,151417844.3,147755,0.00901998
11/4/18,6953.79,6839.56,6990,6787,165264003.4,155607,0.016056634
12/4/18,7923,6953.78,8012.23,6743.2,485176252.5,404588,0.13937867
13/4/18,7877.41,7922.99,8233.39,7732,439884522.7,351905,-0.005754134
14/4/18,7999.01,7877.48,8186,7810,252868761.3,194500,0.015436546
15/4/18,8355,8004,8429.54,7999.02,230287099.6,181778,0.044504257
16/4/18,8064.92,8355.07,8419,7867,295817536.5,226748,-0.03471933
17/4/18,7885.02,8064.92,8173.7,7825.4,258221765.6,221228,-0.022306483
18/4/18,8173,7890.96,8236.43,7868,217649160.1,183472,0.036522418
19/4/18,8278,8173.99,8296,8080,222675105.8,196821,0.01284718
20/4/18,8856.98,8273.84,8930,8177.09,337288580.4,289687,0.069942015
21/4/18,8915.31,8852.12,9035,8565,358915978.1,295374,0.006585766
22/4/18,8787.02,8915.31,9020.67,8727.68,261804372.9,229871,-0.014389853
23/4/18,8934.01,8785.7,8985,8745,229754640.6,190944,0.016728083
24/4/18,9619.99,8934,9731.01,8922,431210048.1,326608,0.07678299
25/4/18,8869.99,9618.96,9759.82,8730,745137763,477363,-0.077962659
26/4/18,9266,8869.99,9307.48,8651.62,385046648.1,285850,0.044646048
27/4/18,8915.35,9267.03,9395,8889,342805674.6,268471,-0.037842651
28/4/18,9348,8915.35,9427.48,8870,321653866.2,257288,0.048528661
29/4/18,9419,9348,9570.51,9163.74,357004896,311494,0.007595208
30/4/18,9246.01,9417.04,9458.64,9124.99,325019389.2,285951,-0.018366069
1/5/18,9071.48,9246.01,9248.99,8800.49,368688349.6,268741,-0.01887625
2/5/18,9247.84,9071.48,9268,8970.2,238421833.8,188258,0.01944115
3/5/18,9750,9247.81,9844,9168.4,366028365.2,282581,0.054300247
4/5/18,9713.99,9750,9830.04,9520.85,277565997.6,210165,-0.003693333
5/5/18,9864,9714,10020,9682,246807563.5,212076,0.015442676
6/5/18,9659.01,9863.99,9970,9417.03,267359420.3,229309,-0.02078163
7/5/18,9365,9661.02,9689.67,9181,316015961.4,230754,-0.030438937
8/5/18,9187.56,9365,9475.7,9060.54,236418155.7,189159,-0.018947144
9/5/18,9310,9178,9390,8965,235736782.3,192337,0.013326716
10/5/18,9002.2,9310,9395.12,8970,231595002.6,221075,-0.033061224
11/5/18,8400,9002.21,9016.8,8341,418859806.5,365538,-0.066894759
12/5/18,8465.94,8405.94,8646.88,8153,337899865.9,310305,0.00785
13/5/18,8679.71,8475.44,8763.36,8298,219455683.1,215590,0.025250592
14/5/18,8663.34,8679.71,8879.99,8277,320583612.2,292731,-0.001886008
15/5/18,8462,8663.37,8859.99,8401.3,242341031.1,360379,-0.023240459
16/5/18,8330,8462,8488,8083.01,257056552.4,300842,-0.015599149
17/5/18,8041.46,8330,8464,7979,209489039.3,310780,-0.034638655
18/5/18,8239.81,8038.82,8273.21,7911.9,189870380.9,183913,0.024665919
19/5/18,8233.49,8238.01,8390.8,8095.73,141878775.4,134185,-0.000767008
20/5/18,8526.98,8233.49,8609,8163.9,167440553.7,161265,0.03564588
21/5/18,8381.24,8526.97,8595.31,8305,181750674.8,184158,-0.017091632
22/5/18,7977.11,8386.89,8400.18,7935.11,194335432.4,192154,-0.048218402
23/5/18,7501.95,7977.12,8031.9,7425,331238049.6,306812,-0.059565432
24/5/18,7575.01,7501.95,7730.73,7266.99,284286378.5,253694,0.009738801
25/5/18,7457,7578.99,7649.55,7308.15,199749586,239025,-0.015578857
26/5/18,7333.96,7456.99,7620,7300,145636226.5,212344,-0.016499933
27/5/18,7338.99,7334,7400,7231.11,136710618.5,198341,0.00068585
28/5/18,7099,7338.99,7437,7058.02,196788994.3,233392,-0.032700685
29/5/18,7461.29,7099,7540,7032.95,288070643.9,237359,0.051033948
30/5/18,7375.96,7467.98,7569,7260.5,237956894,242079,-0.01143636
31/5/18,7485.01,7382.07,7699,7327.51,231017579.8,274399,0.014784516
1/6/18,7521.01,7485.01,7608.55,7355.54,211458512.1,303069,0.004809613
2/6/18,7640.03,7521.01,7697.33,7437,203370447.7,290131,0.015825002
3/6/18,7714.26,7636.81,7786.69,7600,211737376.9,349636,0.00971593
4/6/18,7487,7714.26,7760.52,7446.5,244167051.2,307003,-0.029459728
5/6/18,7625,7487,7679.49,7358,237722147.7,236865,0.018431949
6/6/18,7658.84,7626.64,7699,7467.05,207006657.8,257573,0.004438033
7/6/18,7691.08,7658.79,7765,7620,192949056.8,244186,0.004209515
8/6/18,7603.44,7691.08,7703.5,7531,178204158.4,321734,-0.011395019
9/6/18,7491.73,7603.44,7683.98,7450,147171153.4,278971,-0.014692034
10/6/18,6764.99,7491.73,7491.73,6622.81,367338754.6,471088,-0.097005632
11/6/18,6872,6765,6922,6610,233056682.9,203442,0.015818205
12/6/18,6530,6872,6890.51,6435,245787800.8,224658,-0.049767171
13/6/18,6292.78,6530,6627.6,6118.68,295395681.7,266517,-0.036327718
14/6/18,6635.98,6292.78,6720,6260,289074808.8,256384,0.054538694
15/6/18,6388.9,6638.67,6666.66,6362.31,196192096.1,184938,-0.037233385
16/6/18,6483.98,6380.01,6560,6320.86,143760033.7,140470,0.014882061
17/6/18,6449.61,6482.5,6589.03,6422,129120718.8,129759,-0.005300757
18/6/18,6712.46,6444.06,6794.38,6380,208570444,180773,0.040754402
19/6/18,6741.21,6711.39,6841.74,6653,163420093.8,160490,0.00428308
20/6/18,6761.51,6740,6817.23,6551.81,175935335.7,166074,0.003011329
21/6/18,6718.84,6763.21,6795,6672.57,171149859.2,159783,-0.006310721
22/6/18,6045,6717.69,6733.97,5918.94,327460666.9,300515,-0.100291122
23/6/18,6149.98,6045.92,6260,6008.48,162755765.8,170164,0.017366419
24/6/18,6136.97,6149.98,6259.8,5750,284095336.1,275996,-0.002115454
25/6/18,6252,6137.95,6350,6061.97,242859915.8,218384,0.018743777
26/6/18,6070.78,6252,6272.54,6035,119676555.6,113431,-0.028985925
27/6/18,6133.73,6065.89,6190.43,5971,117103011.8,99481,0.010369343
28/6/18,5853.98,6134.73,6173.01,5827,185247010.9,156241,-0.045608463
29/6/18,6197.92,5851.01,6300,5780,201409363.9,212542,0.05875319
30/6/18,6390.07,6197.92,6528.99,6186.03,241568568,230915,0.031002336
1/7/18,6356.81,6391.08,6441.06,6251,175096501.5,183060,-0.005204951
2/7/18,6615.29,6360.82,6685,6271.62,235524330.6,242589,0.040661904
3/7/18,6513.86,6615.29,6679.35,6463.01,254550438.1,232914,-0.015332661
4/7/18,6586.98,6511.01,6784.92,6441.11,156277884.3,146203,0.011225295
5/7/18,6529.2,6585.53,6712,6453.33,230809190.3,216533,-0.00877185
6/7/18,6609.78,6529.2,6648.54,6425,192230903.7,193854,0.012341481
7/7/18,6756.98,6609.79,6818.16,6508.88,158034155.2,145449,0.02227003
8/7/18,6712.1,6753.48,6780,6667.44,165941351.8,145349,-0.006642021
9/7/18,6662.12,6712.1,6802.06,6612.24,179250573.7,147315,-0.007446254
10/7/18,6296.91,6662.78,6681,6263,249099760.2,189913,-0.054818886
11/7/18,6378.07,6296.91,6406,6278.99,182357469,151869,0.012888861
12/7/18,6250.57,6378.07,6380.28,6070,194325733.8,150985,-0.019990373
13/7/18,6214.57,6251.4,6350,6110,164467999.8,144757,-0.005759475
14/7/18,6251.99,6214.57,6335,6178,110959488.2,108052,0.006021334
15/7/18,6353.01,6250.9,6395,6225.4,145409822.7,114997,0.016158055
16/7/18,6723.35,6354.15,6747.3,6330.4,237104112.5,201733,0.058293628
17/7/18,7317.44,6723.33,7468.99,6652.04,364669305,276178,0.0883622
18/7/18,7381.9,7317.44,7588.08,7225.38,440669913.2,327949,0.008809092
19/7/18,7466.21,7381.88,7576.28,7270,305198281.1,235597,0.011421179
20/7/18,7337.53,7468.86,7700,7273,342862693.1,251391,-0.017234983
21/7/18,7398.78,7337.47,7458.47,7211,212126417.2,164901,0.008347496
22/7/18,7394.79,7399.25,7582.4,7335.5,225619234.8,144711,-0.000539278
23/7/18,7721.01,7394.78,7833,7375,320156546.6,219776,0.044114843
24/7/18,8397.24,7721.65,8486,7696,487117211.7,326329,0.087583101
25/7/18,8175.64,8397.24,8491.77,8050,398119757.8,277935,-0.026389623
26/7/18,7920,8175.63,8315.69,7850.06,352101207.7,235681,-0.0312685
27/7/18,8188.57,7920,8285,7805,350881696.8,227397,0.033910354
28/7/18,8225.04,8188.57,8246.54,8067,214357817,144170,0.004453769
29/7/18,8211,8225.04,8294.51,8115,209564023.1,144331,-0.001706983
30/7/18,8173.92,8210.99,8273,7866,321599782.2,206911,-0.004515893
31/7/18,7730.93,8171.4,8180,7633,379841367.2,239132,-0.054195539
1/8/18,7604.58,7735.67,7750,7430,322252070.4,208008,-0.016343441
2/8/18,7525.71,7600.08,7709.46,7455.72,285656680.7,175627,-0.010371381
3/8/18,7418.78,7525.71,7540,7282.44,330599837.7,226727,-0.014208626
4/8/18,7009.84,7412.27,7494.81,6926,262282965.5,199335,-0.055122271
5/8/18,7024.19,7009.84,7089.87,6882.29,229992627.5,148658,0.002047122
6/8/18,6934.82,7024.19,7160,6821,229071781.1,177378,-0.012723175
7/8/18,6720.06,6935,7150.46,6670,316365882.1,247202,-0.03096836
8/8/18,6285,6720.63,6721.54,6123,382460776.5,305603,-0.064740493
9/8/18,6529.79,6283.27,6622.81,6178.6,332880900.9,248573,0.03894829
10/8/18,6144.01,6529.79,6575.88,6026.39,374699380.9,289661,-0.059080001
11/8/18,6232.35,6148.13,6488,5971,291056267.1,236173,0.014378232
12/8/18,6308.33,6222.55,6472.3,6130,243227298.9,190399,0.012191228
13/8/18,6246.35,6308.56,6545,6145.04,341552293,239602,-0.009825104
14/8/18,6188.08,6248.25,6250.33,5880,303179556.4,252004,-0.009328648
15/8/18,6267.16,6188.08,6609,6172.11,439109005.4,329413,0.012779408
16/8/18,6311.75,6265.27,6480,6205.6,307755605.2,228942,0.007114865
17/8/18,6584.49,6316,6585,6285.4,374472431.7,296730,0.043211471
18/8/18,6387.96,6579.04,6620,6288,345964004.4,276121,-0.029847414
19/8/18,6477.53,6387.96,6541,6300,289271954.6,190758,0.014021691
20/8/18,6254.84,6477.53,6530,6220,317617945.7,237055,-0.034378845
21/8/18,6480,6251,6500,6235.08,265458342.8,180578,0.035997723
22/8/18,6360.89,6479.98,6882.54,6251.2,512501182.2,326562,-0.018381173
23/8/18,6525.01,6362.57,6576.99,6342.28,259786384.6,187637,0.025801421
24/8/18,6681.64,6525,6725,6440.5,251513064.5,180167,0.024004561
25/8/18,6733.64,6686.98,6789,6650.61,129083702.5,122483,0.00778252
26/8/18,6700,6733.64,6775.27,6568,134117930.4,130769,-0.004995812
27/8/18,6908.64,6700,6940.51,6646.5,254214730.3,205441,0.031140299
28/8/18,7076.11,6907.26,7135,6860,338220284.3,252033,0.024240661
29/8/18,7031.22,7077,7133.81,6912.34,304565438.5,223772,-0.006343881
30/8/18,6984.84,7033.21,7063.63,6784.81,309357226.6,230848,-0.006596295
31/8/18,7011.21,6984.84,7089,6888,282722730.1,203142,0.003775319
1/9/18,7200.01,7011.21,7275,7008.74,287299347.8,217286,0.026928305
2/9/18,7302.01,7201.57,7345.45,7127,288526018.7,210282,0.014166647
3/9/18,7263.02,7302,7338.28,7191.63,235393601.4,173846,-0.005339626
4/9/18,7359.06,7263,7410,7227.17,258978411.3,183178,0.01322315
5/9/18,6700,7359.05,7397.3,6682,449463489.1,308813,-0.089557634
6/9/18,6516.01,6697.27,6725,6265,390391932.2,280845,-0.027461194
7/9/18,6395.54,6516.84,6544,6320,250716129.9,194451,-0.018488308
8/9/18,6185.05,6395.54,6478,6111,241711345.4,180831,-0.032911998
9/9/18,6250.81,6185.06,6441,6141.53,233583450.1,176709,0.010632089
10/9/18,6312,6252.26,6373.98,6221,204178350,165286,0.009789131
11/9/18,6294.91,6311.99,6404,6169.68,208346648.8,173335,-0.002707541
12/9/18,6338.62,6293,6360,6192.37,197398009,165590,0.006943705
13/9/18,6487.38,6338.62,6535,6337.4,260985165.2,215637,0.023468831
14/9/18,6476.63,6487.39,6584.99,6385.62,241466662.6,198375,-0.001657063
15/9/18,6514.96,6476.63,6565.45,6466.13,164557841.1,141362,0.005918201
16/9/18,6505,6514.96,6524.62,6370,178614079.2,145921,-0.001528789
17/9/18,6248.69,6500.08,6533.84,6201,228970700.8,196924,-0.039401998
18/9/18,6336.45,6248.69,6390,6224.98,205736329.4,169055,0.014044544
19/9/18,6391.89,6336.39,6517.7,6123,247455364.5,198215,0.008749379
20/9/18,6492,6392,6540,6325,161844271.6,153686,0.015662034
21/9/18,6759.02,6492,6784.86,6491,345746942,292494,0.041130622
22/9/18,6723.05,6759.01,6839.03,6627,197210670.9,145720,-0.005321777
23/9/18,6708,6723.05,6788.23,6661.75,203479219.4,168354,-0.002238567
24/9/18,6581.39,6706.81,6730,6557,234355999.5,185297,-0.018874478
25/9/18,6447.54,6581.42,6584.01,6325.02,258927200.8,219965,-0.020337649
26/9/18,6465.12,6445.11,6557.99,6379.7,216859675.3,184238,0.002726621
27/9/18,6689.13,6467.84,6750,6434,216914853.2,182590,0.034649009
28/9/18,6634.58,6689.12,6814.8,6540.88,283144987.5,211849,-0.008155022
29/9/18,6596.38,6634.58,6636,6464.57,198424303.6,171027,-0.005757712
30/9/18,6626.57,6597.66,6662,6533,183438992.4,153447,0.004576753
1/10/18,6611.61,6626.57,6667.09,6510,136115257,129733,-0.002257578
2/10/18,6525.79,6610,6640,6494,185725492.3,147274,-0.012980197
3/10/18,6510,6525.79,6549,6430,184622957,150607,-0.00241963
4/10/18,6593.79,6510.01,6643.46,6505.09,132348680.7,96824,0.012870968
5/10/18,6635.65,6591.69,6697,6543.08,106264514.7,86701,0.006348398
6/10/18,6594.27,6635.65,6651,6566.77,72247942.41,62065,-0.006236013
7/10/18,6615.26,6596.44,6640,6525,114489082.8,82844,0.003183067
8/10/18,6673.01,6615.26,6715.6,6587,153704602.4,135156,0.008729816
9/10/18,6656.61,6673.01,6685.38,6607,102115186.4,101956,-0.002457662
10/10/18,6631,6656.67,6659.95,6530,101609680.9,99789,-0.003847304
11/10/18,6252.68,6630.21,6633.92,6205,308153124.4,253224,-0.057053235
12/10/18,6298.01,6252.71,6360,6209,183030273,148077,0.007249691
13/10/18,6332.93,6298,6345,6285.07,120728651,108981,0.005544609
14/10/18,6339.34,6332.92,6416,6308,99527294.08,96113,0.00101217
15/10/18,6752.5,6339.34,7680,6300,627984505.6,456913,0.065173977
16/10/18,6759.27,6752.5,6900,6670,186122772.2,175075,0.001002592
17/10/18,6740.89,6762.76,6811.12,6676.01,179641733.2,158746,-0.002719229
18/10/18,6618.96,6739.01,6796,6567,134777360.2,138002,-0.018088116
19/10/18,6528.88,6618.96,6648.14,6523,136686215.7,112337,-0.013609389
20/10/18,6588.4,6528.88,6617.65,6505.55,126325797.5,110809,0.009116418
21/10/18,6590.11,6585.72,6663.9,6580,43146401.59,68018,0.000259547
22/10/18,6581.2,6590.12,6639,6535.27,106815019.6,101673,-0.001352026
23/10/18,6553.51,6581.2,6595,6515.45,90969791.03,86938,-0.004207439
24/10/18,6565.5,6553.51,6630,6547.53,78795617.02,90762,0.001829554
25/10/18,6528.09,6566.81,6575.09,6502.8,67691945.45,75563,-0.005697967
26/10/18,6538.63,6528.13,6600,6515.01,61792487.8,77985,0.001614561
27/10/18,6505.6,6538.63,6558.35,6463.04,50667220.04,86848,-0.005051517
28/10/18,6489.93,6505.6,6514.17,6453,37298357.26,71647,-0.002408694
29/10/18,6344.5,6489.93,6505.01,6315,88484721.04,135586,-0.022408562
30/10/18,6330.87,6344.5,6395,6317.01,56393439.18,95116,-0.002148317
31/10/18,6371.93,6330.01,6428,6245.02,76970488.28,111552,0.00648568
1/11/18,6410,6369.52,6442.65,6348.66,58031686.83,89601,0.005974642
2/11/18,6433.98,6410,6460.34,6388.2,62589428.22,109482,0.00374103
3/11/18,6387.09,6432.8,6439.97,6345,48934237.94,83836,-0.007287868
4/11/18,6485.85,6388,6525,6359,68169573.19,126200,0.015462441
5/11/18,6468.99,6485.85,6504.39,6431.02,58127213.14,114235,-0.002599505
6/11/18,6519.11,6468.99,6531.31,6445.18,77336101.19,150475,0.007747732
7/11/18,6578.46,6522.73,6615.15,6509,93820576.63,151060,0.009104003
8/11/18,6479.84,6578.46,6594,6468.22,86450363.68,145405,-0.014991351
9/11/18,6419.99,6479.84,6511.53,6391.01,75997777.5,117043,-0.009236339
10/11/18,6433.05,6419.99,6475.55,6411,49745307.64,97746,0.002034271
11/11/18,6449.81,6435.16,6462.14,6355,52709099.32,98435,0.002605296
12/11/18,6453.07,6450.71,6497,6421,65390882.14,123144,0.000505441
13/11/18,6457.66,6451.68,6498,6391.15,76142983.15,150940,0.000711289
14/11/18,5922.41,6458.98,6482.84,5656.87,279632622.9,319011,-0.082886061
15/11/18,5753.4,5917.2,5939.54,5403.42,270133503.7,303825,-0.028537369
16/11/18,5655.94,5757.09,5782.89,5549.25,219097216,221493,-0.016939549
17/11/18,5628.29,5650.57,5656.6,5565.43,148072393.1,171403,-0.004888666
18/11/18,5662,5630.49,5738.17,5617,134893237,154817,0.005989386
19/11/18,4910.03,5661.94,5664,4855,368688743.5,378495,-0.132809961
20/11/18,4558.86,4913.4,5048.24,4326,548036628.7,596769,-0.071520948
21/11/18,4661.07,4559.91,4787.2,4413.85,281264433.5,301920,0.022420079
22/11/18,4370,4661.08,4721.77,4335,157459733.7,180335,-0.062447035
23/11/18,4420.61,4370.9,4484,4222.94,215283656.1,227935,0.011581236
24/11/18,3932.44,4415.63,4527,3824.69,258702927.7,275070,-0.110430461
25/11/18,4085.78,3933.68,4233,3652.66,398253568.5,428171,0.038993602
26/11/18,3862.2,4088.69,4206,3701,373225761.8,413329,-0.054721497
27/11/18,3875.21,3864.45,3940,3689.12,257593168.1,288731,0.003368546
28/11/18,4264.85,3875.63,4394.47,3874.27,382697308.3,386714,0.100546809
29/11/18,4295.84,4262.06,4450.38,4125.65,316809038.4,316601,0.007266375
30/11/18,4041.32,4295.72,4341.36,3943,278810574.9,288098,-0.059248017
1/12/18,4190.02,4041.27,4299.99,3963.01,186157614.3,205472,0.036794909
2/12/18,4161.01,4190.98,4312.99,4103.04,162917339,178087,-0.006923595
3/12/18,3884.01,4160.55,4179,3827,195055919.5,207134,-0.066570376
4/12/18,3951.64,3884.76,4085,3781,191673423.7,220815,0.017412417
5/12/18,3769.84,3950.98,3970,3745,169404368.2,199011,-0.046006215
6/12/18,3508.75,3768.44,3899.99,3500,254722331.5,293512,-0.069257581
7/12/18,3403.55,3508.75,3549.99,3224.6,322364604.3,413521,-0.029982187
8/12/18,3410.93,3403.57,3495,3222,187909876.2,253650,0.002168324
9/12/18,3545.37,3411.36,3658,3394.04,161618597.8,194567,0.039414471
10/12/18,3432.88,3548.49,3610,3370.11,142507933.1,192599,-0.031728705
11/12/18,3380.39,3434.01,3480,3324.32,121841475.3,162266,-0.015290368
12/12/18,3445,3379.23,3492,3350,116227185.8,152067,0.019113179
13/12/18,3302.06,3446.38,3460,3255.5,134817053.7,160471,-0.041492017
14/12/18,3224.17,3302.06,3335.39,3177,145101409.5,184525,-0.023588305
15/12/18,3211.72,3225.19,3276.5,3156.26,95588793.64,139806,-0.003861459
16/12/18,3228.67,3211.71,3294,3186,80068159.4,125565,0.005277546
17/12/18,3509.08,3229.22,3585,3216,228756567.6,283814,0.086850003
18/12/18,3652.98,3509.03,3678.59,3424.47,216563775,296433,0.0410079
19/12/18,3662.22,3653,3912.73,3622.55,352638213.5,434026,0.002529442
20/12/18,4049.62,3660.01,4120,3635,399967057.8,500506,0.105782831
21/12/18,3838.66,4051.86,4139.99,3764,325803280,436187,-0.052093777
22/12/18,3948.91,3840.25,3979,3785,165085567.6,249148,0.02872096
23/12/18,3929.71,3948.91,4021.53,3870,158756356.8,258417,-0.004862101
24/12/18,4008.01,3929.71,4198,3924.83,264628967.1,400403,0.019925134
25/12/18,3745.79,4010.11,4020,3646.41,235584303,356377,-0.065423988
26/12/18,3777.74,3745.56,3837.15,3656.74,159705204.5,267746,0.008529576
27/12/18,3567.91,3777.74,3813.98,3535,161915849.9,262733,-0.055543791
28/12/18,3839.26,3567.89,3887.25,3540.04,170638519.2,251040,0.076052927
29/12/18,3695.32,3839,3892,3670,148205200.1,244844,-0.0374916
30/12/18,3801.91,3696.71,3903.5,3657.9,124966229.5,218929,0.028844593
31/12/18,3702.9,3803.12,3810,3630.33,111847216.1,190308,-0.026042174
1/1/19,3797.14,3701.23,3810.16,3642,88149249.09,154227,0.025450323
2/1/19,3858.56,3796.45,3882.14,3750.45,133876627.2,218538,0.016175332
3/1/19,3766.78,3857.57,3862.74,3730,111657372.7,199812,-0.023786076
4/1/19,3792.01,3767.2,3823.64,3703.57,111034550.6,192232,0.006698029
5/1/19,3770.96,3790.09,3840.99,3751,115893501.3,203673,-0.005551146
6/1/19,3987.6,3771.12,4027.71,3740,142198812.2,240496,0.057449562
7/1/19,3975.45,3987.62,4017.9,3921.53,126830380.5,221219,-0.003046946
8/1/19,3955.13,3976.76,4069.8,3903,154778846.5,242898,-0.005111371
9/1/19,3966.65,3955.45,4006.81,3930.04,115218950.3,209240,0.002912673
10/1/19,3585.88,3966.06,3996.01,3540,221789348,374760,-0.09599284
11/1/19,3601.31,3585.88,3658,3465,137560743.6,264996,0.004302988
12/1/19,3583.13,3601.31,3618.19,3530,78908770.68,175679,-0.005048163
13/1/19,3476.81,3584.1,3611.1,3441.3,92882249.47,183113,-0.029672381
14/1/19,3626.09,3477.56,3671.87,3467.02,125631820.1,229452,0.04293591
15/1/19,3553.06,3626.08,3648.42,3516.62,122785440.2,231684,-0.020140151
16/1/19,3591.84,3553.06,3645,3543.51,98504455.21,205159,0.010914536
17/1/19,3616.21,3591.84,3634.7,3530.39,106709137,217797,0.006784823
18/1/19,3594.87,3613.32,3620,3565.75,81699723.54,177567,-0.005901206
19/1/19,3665.3,3594.87,3720,3594.23,81354185.9,175054,0.019591807
20/1/19,3539.28,3665.75,3693.73,3475,99767239.95,204941,-0.034381906
21/1/19,3526.9,3539.26,3559.51,3475.5,69316548.77,160825,-0.003497887
22/1/19,3570.93,3526.88,3608.5,3434.85,103804480.1,195484,0.012484051
23/1/19,3552.82,3570.41,3607.98,3514.5,88816396.35,192892,-0.005071508
24/1/19,3569.62,3552.97,3589,3529.22,74037052.87,162159,0.004728638
25/1/19,3565.29,3569.07,3587.15,3522.51,62634926.46,153413,-0.001213014
26/1/19,3565.25,3566.69,3662.94,3545,69841766.65,135369,-1.12193E-05
27/1/19,3550.84,3565.62,3579,3486,80743416.85,163855,-0.004041792
28/1/19,3434.15,3550.05,3557.75,3380.27,139258708.8,260799,-0.032862647
29/1/19,3411.04,3434,3443.45,3349.92,100542807.5,189650,-0.006729467
30/1/19,3458.18,3410.04,3478,3387.1,82521122.86,180820,0.013819832
31/1/19,3434.1,3457.5,3489.2,3418.8,101928347,198100,-0.0069632
1/2/19,3462.07,3434.1,3488,3401.2,87075914.23,167520,0.008144783
2/2/19,3504.77,3462.2,3526.4,3440.29,62134037.98,153234,0.012333662
3/2/19,3458.11,3504.06,3511.09,3426,68801620.06,138592,-0.013313284
4/2/19,3463.22,3458.11,3484.88,3433.31,80024258.23,155686,0.001477686
5/2/19,3471.59,3463.22,3478.97,3448.43,87491347.06,162066,0.002416826
6/2/19,3405.37,3471.57,3482.72,3380,120500703,207024,-0.019074833
7/2/19,3398.4,3407,3426.45,3390,63611505.79,148209,-0.002046767
8/2/19,3659.04,3398.4,3733.58,3373.1,170118212.5,277242,0.076694915
9/2/19,3665.18,3660.27,3680.02,3625.13,90488500.07,192209,0.001678036
10/2/19,3680.06,3665.18,3684.99,3609.76,84696423.96,171099,0.004059828
11/2/19,3631.05,3679.75,3684.9,3615.53,90731831.9,172626,-0.013317718
12/2/19,3631.46,3631.05,3667.6,3582.34,106766440,198996,0.000112915
13/2/19,3609.4,3631.51,3670,3591.75,93350740.95,167690,-0.006074692
14/2/19,3590.56,3608.34,3626.4,3568.11,78367545.58,155215,-0.005219704
15/2/19,3602.47,3590.57,3653.23,3573.45,74938358.18,151256,0.003317031
16/2/19,3618.41,3602.49,3648.2,3597.91,70894921.81,149393,0.004424742
17/2/19,3667.58,3617.22,3700.11,3604.4,93426433.13,179511,0.013588842
18/2/19,3898.6,3667.62,3925,3655,242898012.8,393515,0.062989764
19/2/19,3907.79,3897.35,3994.52,3856,197091641,332281,0.002357256
20/2/19,3969.74,3907.35,3986.98,3870.66,142571564.6,250176,0.01585295
21/2/19,3937.31,3969.74,4016.48,3901.03,122714273.9,209571,-0.008169301
22/2/19,3962,3937.31,3988,3926.65,94739322.75,179588,0.006270779
23/2/19,4117.76,3962,4162.02,3933.15,135782959.4,231563,0.039313478
24/2/19,3743.56,4118,4198,3712.66,244146803.5,410578,-0.09087465
25/2/19,3827.92,3743.56,3872.66,3740,145285565.2,262716,0.0225347
